Bib,ID,14.4k,25.8k,32.3k,37.9k,Chip Time,Finish Time
40212,00259,1:10:51,0:56:05,0:31:45,0:27:19,3:27:04,3:27:04
43077,00260,1:10:23,0:56:06,0:31:37,0:27:07,3:27:19,3:27:19
40852,00261,1:10:47,0:56:41,0:31:37,0:27:17,3:27:20,3:27:20
40120,00262,1:07:09,0:56:31,0:31:40,0:28:22,3:27:33,3:27:33
40147,00263,1:10:07,0:56:08,0:31:24,0:27:39,3:27:35,3:27:35
41107,00264,1:09:51,0:56:23,0:31:26,0:27:36,3:27:35,3:27:35
40491,00265,1:05:49,0:54:19,0:32:27,0:29:32,3:27:39,3:27:39
43072,00266,1:07:37,0:54:26,0:32:31,0:28:48,3:27:39,3:27:39
40606,00267,1:10:12,0:55:29,0:31:13,0:27:34,3:27:42,3:27:42
40101,00268,1:09:25,0:56:58,0:31:36,0:27:46,3:27:43,3:27:43
40343,00269,1:11:06,0:55:36,0:31:03,0:27:12,3:27:43,3:27:43
40330,00270,1:10:15,0:56:07,0:31:26,0:26:59,3:27:44,3:27:44
40077,00271,1:12:11,0:56:02,0:31:09,0:26:36,3:27:44,3:27:44
40539,00272,1:12:11,0:56:03,0:31:09,0:26:36,3:27:46,3:27:46
40287,00273,1:08:52,0:55:56,0:32:08,0:28:18,3:27:49,3:27:49
40351,00274,1:10:15,0:56:08,0:31:57,0:27:21,3:27:59,3:27:59
40333,00275,1:10:16,0:56:07,0:31:57,0:27:22,3:27:59,3:27:59
40088,00276,1:00:10,0:49:34,0:32:48,0:31:17,3:28:00,3:28:00
40464,00277,1:07:01,0:53:43,0:32:40,0:32:17,3:28:04,3:28:04
41166,00278,1:10:12,0:55:54,0:32:01,0:27:14,3:28:05,3:28:05
40231,00279,1:10:52,0:56:26,0:31:25,0:27:18,3:28:05,3:28:05
40608,00280,1:10:55,0:56:18,0:31:42,0:27:19,3:28:06,3:28:06
43084,00281,1:10:55,0:56:18,0:31:42,0:27:20,3:28:06,3:28:06
40136,00282,1:10:52,0:56:16,0:31:38,0:27:19,3:28:17,3:28:17
43066,00283,1:11:29,0:56:53,0:31:21,0:26:44,3:28:18,3:28:18
40624,00284,1:10:37,0:55:58,0:31:56,0:27:36,3:28:19,3:28:19
40293,00285,1:06:37,0:54:58,0:32:09,0:29:35,3:28:29,3:28:29
40419,00286,1:11:09,0:55:52,0:31:22,0:27:10,3:28:29,3:28:29
40095,00287,1:10:54,0:56:19,0:31:42,0:27:18,3:28:30,3:28:30
40549,00288,1:10:55,0:56:18,0:31:43,0:27:19,3:28:31,3:28:31
40583,00289,1:09:19,0:56:46,0:31:36,0:27:30,3:28:36,3:28:36
40211,00290,1:11:34,0:55:58,0:31:25,0:26:24,3:28:36,3:28:36
41132,00291,1:07:36,0:54:22,0:31:19,0:28:57,3:28:39,3:28:39
43097,00292,1:07:38,0:53:55,0:30:20,0:32:02,3:28:47,3:28:47
40291,00293,1:08:36,0:54:53,0:30:07,0:28:19,3:28:47,3:28:47
43074,00294,1:09:39,0:56:47,0:31:37,0:27:29,3:28:50,3:28:50
40261,00295,1:05:21,0:51:36,0:29:23,0:31:01,3:28:57,3:28:57
40578,00296,1:10:12,0:57:00,0:31:07,0:27:39,3:29:13,3:29:13
40194,00297,1:08:09,0:55:35,0:32:10,0:30:38,3:29:15,3:29:15
40182,00298,1:08:36,0:55:25,0:30:44,0:27:44,3:29:16,3:29:16
40224,00299,1:09:04,0:55:19,0:32:22,0:28:28,3:29:18,3:29:18
43142,00300,1:08:55,0:55:00,0:30:39,0:27:41,3:29:26,3:29:26
40250,00301,1:08:56,0:54:58,0:30:40,0:27:41,3:29:27,3:29:27
40071,00302,1:01:24,0:53:51,0:32:01,0:34:07,3:29:34,3:29:34
40191,00303,1:10:26,0:56:11,0:32:13,0:28:21,3:29:41,3:29:41
40587,00304,1:11:34,0:56:47,0:32:04,0:27:20,3:29:43,3:29:43
40499,00305,1:07:59,0:53:52,0:31:33,0:29:30,3:29:53,3:29:53
40290,00306,1:11:00,0:56:47,0:31:50,0:28:00,3:29:58,3:29:58
40070,00307,1:12:56,0:56:40,0:31:04,0:27:01,3:30:19,3:30:19
40817,00308,1:10:36,0:54:27,0:32:16,0:29:22,3:30:27,3:30:27
40610,00309,1:10:31,0:55:33,0:31:39,0:28:12,3:30:28,3:30:28
40910,00310,1:11:05,0:56:10,0:32:04,0:27:51,3:30:28,3:30:28
40083,00311,1:12:14,0:57:09,0:32:10,0:27:31,3:30:48,3:30:48
43076,00312,1:12:15,0:57:09,0:32:10,0:27:31,3:30:49,3:30:49
40367,00313,1:13:40,0:58:10,0:30:38,0:26:46,3:30:50,3:30:50
40377,00314,1:11:22,0:57:41,0:32:08,0:27:36,3:30:58,3:30:58
40204,00315,1:11:06,0:56:55,0:32:34,0:27:56,3:31:00,3:31:00
40529,00316,1:10:50,0:57:41,0:32:25,0:28:16,3:31:08,3:31:08
40863,00317,1:04:31,0:51:18,0:35:43,0:34:41,3:31:09,3:31:09
40130,00318,1:09:40,0:56:02,0:32:03,0:28:57,3:31:09,3:31:09
43174,00319,1:12:44,0:56:17,0:32:21,0:27:57,3:31:15,3:31:15
40127,00320,1:11:20,0:56:05,0:31:55,0:28:12,3:31:19,3:31:19
43046,00321,1:08:30,0:57:09,0:33:32,0:29:18,3:31:20,3:31:20
40497,00322,1:09:12,0:55:56,0:32:40,0:29:11,3:31:36,3:31:36
40450,00323,1:10:22,0:56:47,0:31:28,0:28:44,3:31:51,3:31:51
41079,00324,1:17:12,1:00:46,0:30:29,0:23:58,3:31:53,3:31:53
40313,00325,1:09:42,0:55:49,0:32:12,0:29:11,3:31:58,3:31:58
40296,00326,1:10:18,0:56:12,0:32:09,0:28:44,3:32:18,3:32:18
40381,00327,1:10:21,0:56:11,0:32:10,0:28:44,3:32:18,3:32:18
40875,00328,1:03:18,0:52:56,0:29:28,0:26:20,3:32:18,3:32:18
41089,00329,1:12:44,0:56:17,0:32:21,0:27:58,3:32:21,3:32:21
40694,00330,1:11:08,0:57:35,0:32:37,0:27:45,3:32:23,3:32:23
43022,00331,1:09:10,0:56:05,0:32:17,0:29:47,3:32:23,3:32:23
40221,00332,1:04:17,0:51:02,0:29:14,0:34:54,3:32:28,3:32:28
40263,00333,1:09:47,0:56:12,0:32:37,0:28:35,3:32:29,3:32:29
43065,00334,1:09:54,0:56:12,0:32:39,0:28:38,3:32:32,3:32:32
41128,00335,1:00:49,0:48:38,0:27:33,0:28:32,3:32:33,3:32:33
40436,00336,1:11:52,0:56:05,0:32:21,0:28:18,3:33:03,3:33:03
40226,00337,1:10:06,0:46:08,0:31:43,0:31:55,3:33:04,3:33:04
40207,00338,1:08:21,0:54:48,0:31:38,0:31:33,3:33:41,3:33:41
40192,00339,1:12:32,0:57:24,0:32:35,0:28:17,3:34:03,3:34:03
41177,00340,1:11:54,0:56:03,0:32:23,0:28:50,3:34:10,3:34:10
40475,00341,1:10:40,0:56:58,0:32:34,0:28:11,3:34:10,3:34:10
41172,00342,1:05:17,0:56:03,0:33:40,0:31:34,3:34:21,3:34:21
40165,00343,1:08:30,0:56:54,0:33:06,0:29:57,3:34:22,3:34:22
40650,00344,1:12:48,0:57:37,0:32:47,0:28:23,3:34:24,3:34:24
40674,00345,1:12:25,0:58:06,0:32:48,0:28:23,3:34:27,3:34:27
40663,00346,1:14:36,0:58:30,0:32:04,0:27:59,3:34:35,3:34:35
40536,00347,1:11:57,0:55:45,0:31:56,0:30:06,3:34:42,3:34:42
43043,00348,1:06:47,1:07:03,0:32:42,0:26:54,3:34:43,3:34:43
40312,00349,1:12:32,0:57:23,0:32:29,0:28:23,3:34:45,3:34:45
43094,00350,1:12:34,0:57:36,0:32:37,0:28:23,3:34:46,3:34:46
40589,00351,1:12:41,0:56:46,0:30:45,0:29:06,3:34:48,3:34:48
40591,00352,1:10:52,0:56:19,0:31:44,0:30:41,3:34:50,3:34:50
43018,00353,1:12:22,0:56:16,0:32:32,0:28:32,3:34:50,3:34:50
40803,00354,1:07:05,0:58:31,0:31:05,0:33:26,3:34:52,3:34:52
40229,00355,1:13:42,0:57:11,0:32:07,0:28:32,3:34:52,3:34:52
40653,00356,1:12:30,0:57:36,0:32:38,0:28:22,3:34:52,3:34:52
40225,00357,1:10:47,0:55:53,0:31:44,0:27:50,3:34:56,3:34:56
43024,00358,1:12:59,0:57:53,0:32:47,0:28:30,3:35:01,3:35:01
40567,00359,1:10:49,0:56:02,0:32:06,0:30:51,3:35:01,3:35:01
40186,00360,1:10:39,0:56:00,0:32:36,0:27:22,3:35:06,3:35:06
40208,00361,1:10:15,0:57:14,0:32:17,0:29:02,3:35:06,3:35:06
40326,00362,1:08:28,0:56:45,0:33:07,0:31:43,3:35:11,3:35:11
40317,00363,1:11:31,0:57:40,0:32:11,0:28:43,3:35:15,3:35:15
40968,00364,1:07:41,0:56:53,0:33:43,0:31:28,3:35:18,3:35:18
40155,00365,0:57:43,1:02:03,0:30:51,0:26:00,3:35:21,3:35:21
40049,00366,1:09:58,0:56:30,0:32:38,0:28:28,3:35:29,3:35:29
40888,00367,1:06:57,0:59:13,0:33:58,0:31:05,3:35:30,3:35:30
40709,00368,1:14:44,0:58:50,0:32:12,0:27:22,3:35:34,3:35:34
40633,00369,1:13:27,0:57:50,0:33:12,0:28:11,3:35:46,3:35:46
40550,00370,1:12:57,0:57:23,0:32:59,0:29:14,3:35:52,3:35:52
43029,00371,1:12:59,0:57:22,0:32:59,0:29:13,3:35:52,3:35:52
40306,00372,1:05:05,0:51:31,0:35:47,0:35:49,3:36:01,3:36:01
40289,00373,1:09:24,0:56:41,0:34:09,0:29:49,3:36:05,3:36:05
40082,00374,1:09:25,0:55:58,0:31:37,0:28:57,3:36:09,3:36:09
41183,00375,1:13:52,0:56:07,0:32:19,0:29:21,3:36:12,3:36:12
40557,00376,1:12:59,0:57:49,0:32:30,0:28:52,3:36:16,3:36:16
40958,00377,1:07:19,0:53:55,0:34:56,0:32:54,3:36:20,3:36:20
40711,00378,1:10:55,0:56:44,0:32:53,0:29:32,3:36:23,3:36:23
40426,00379,1:14:16,0:58:57,0:32:31,0:27:55,3:36:24,3:36:24
40786,00380,1:10:12,0:56:03,0:32:57,0:31:15,3:36:27,3:36:27
40472,00381,1:13:48,0:59:06,0:33:04,0:27:18,3:36:31,3:36:31
40374,00382,1:13:57,0:57:58,0:32:59,0:28:46,3:36:36,3:36:36
40352,00383,1:09:12,0:57:05,0:33:37,0:31:44,3:36:37,3:36:37
40247,00384,1:10:41,0:57:27,0:33:48,0:30:51,3:36:37,3:36:37
40386,00385,1:12:13,0:57:41,0:33:45,0:29:13,3:36:38,3:36:38
43028,00386,1:15:16,0:54:44,0:33:45,0:29:13,3:36:40,3:36:40
40255,00387,1:10:41,0:57:26,0:33:49,0:30:50,3:36:41,3:36:41
41125,00388,1:09:13,0:59:07,0:34:01,0:29:43,3:36:45,3:36:45
40706,00389,,,,0:31:38,3:36:46,3:36:46
40793,00390,1:15:39,0:58:43,0:32:26,0:27:55,3:36:49,3:36:49
40599,00391,1:12:48,0:57:47,0:33:31,0:29:09,3:36:52,3:36:52
40278,00392,1:09:33,0:56:00,0:34:14,0:28:31,3:36:53,3:36:53
40513,00393,1:13:06,0:58:26,0:33:07,0:28:51,3:36:54,3:36:54
40230,00394,1:11:50,0:57:13,0:32:10,0:29:58,3:36:59,3:36:59
40453,00395,1:09:41,0:56:31,0:33:06,0:32:04,3:37:22,3:37:22
40160,00396,1:09:39,0:55:16,0:33:52,0:31:46,3:37:34,3:37:34
40298,00397,1:11:13,0:57:33,0:32:47,0:30:41,3:37:37,3:37:37
40034,00398,1:11:39,0:56:39,0:31:20,0:30:06,3:37:42,3:37:42
43098,00399,1:11:34,0:58:05,0:33:30,0:30:16,3:37:48,3:37:48
40341,00400,1:15:39,1:00:42,0:35:00,0:26:02,3:37:54,3:37:54
43153,00401,1:15:20,0:59:50,0:32:16,0:27:40,3:37:54,3:37:54
40518,00402,1:11:19,0:56:36,0:32:58,0:30:25,3:38:05,3:38:05
40532,00403,1:14:06,0:58:21,0:31:57,0:29:11,3:38:10,3:38:10
40477,00404,1:09:40,0:57:21,0:33:10,0:33:17,3:38:11,3:38:11
40670,00405,1:08:57,0:55:23,0:36:02,0:32:54,3:38:14,3:38:14
43026,00406,1:13:43,0:58:16,0:33:30,0:29:17,3:38:30,3:38:30
40707,00407,1:13:49,0:57:53,0:33:17,0:29:32,3:38:40,3:38:40
43085,00408,1:10:49,0:56:49,0:32:58,0:31:45,3:38:53,3:38:53
40637,00409,1:03:09,0:54:05,0:36:27,0:32:01,3:39:04,3:39:04
43067,00410,1:11:00,0:59:02,0:34:12,0:30:48,3:39:09,3:39:09
40405,00411,1:15:03,0:59:51,0:32:15,0:27:40,3:39:10,3:39:10
43025,00412,1:13:26,0:58:04,0:32:52,0:29:45,3:39:10,3:39:10
40814,00413,1:16:12,0:57:02,0:31:28,0:29:13,3:39:14,3:39:14
40244,00414,1:14:37,0:59:10,0:33:18,0:28:45,3:39:15,3:39:15
40547,00415,1:09:38,0:55:06,0:33:58,0:31:15,3:39:18,3:39:18
40498,00416,1:09:20,0:55:46,0:32:30,0:31:09,3:39:48,3:39:48
40316,00417,1:10:03,0:56:56,0:32:25,0:30:39,3:39:52,3:39:52
40454,00418,1:06:38,0:53:35,0:30:20,0:28:42,3:40:10,3:40:10
40325,00419,1:18:01,0:56:56,0:35:04,0:28:28,3:40:22,3:40:22
40137,00420,1:11:18,0:57:11,0:32:40,0:32:02,3:40:23,3:40:23
40665,00421,1:16:07,1:00:23,0:34:08,0:29:24,3:40:25,3:40:25
43103,00422,1:12:23,0:57:58,0:33:32,0:31:02,3:40:26,3:40:26
41076,00423,1:16:24,0:59:53,0:33:42,0:28:28,3:40:37,3:40:37
40021,00424,1:08:19,0:54:17,0:34:19,0:30:13,3:40:49,3:40:49
40605,00425,1:16:01,1:00:10,0:33:52,0:28:12,3:40:55,3:40:55
43073,00426,1:13:55,0:59:07,0:33:05,0:30:20,3:40:56,3:40:56
40778,00427,1:13:39,0:59:17,0:33:17,0:29:53,3:40:57,3:40:57
41025,00428,1:15:26,0:59:23,0:32:46,0:28:49,3:41:02,3:41:02
41020,00429,1:14:32,0:58:41,0:34:31,0:28:59,3:41:07,3:41:07
40340,00430,1:15:09,0:59:20,0:32:15,0:28:57,3:41:19,3:41:19
40125,00431,1:14:48,0:59:29,0:33:46,0:29:05,3:41:20,3:41:20
43039,00432,1:15:06,0:59:34,0:33:50,0:29:00,3:41:30,3:41:30
40146,00433,1:11:02,0:59:05,0:36:23,0:29:33,3:41:39,3:41:39
40304,00434,1:08:14,0:55:04,0:32:24,0:35:28,3:41:44,3:41:44
40398,00435,1:13:31,0:58:52,0:33:40,0:29:50,3:41:44,3:41:44
40607,00436,1:17:19,0:59:00,0:33:13,0:29:14,3:41:48,3:41:48
40813,00437,1:13:12,0:57:21,0:33:31,0:31:52,3:41:48,3:41:48
40617,00438,1:17:20,0:59:00,0:33:13,0:29:16,3:41:50,3:41:50
40962,00439,1:17:21,0:59:00,0:33:13,0:29:15,3:41:54,3:41:54
40573,00440,1:10:38,0:56:07,0:33:00,0:33:34,3:42:19,3:42:19
40162,00441,1:15:18,1:00:24,0:33:58,0:29:01,3:42:34,3:42:34
40903,00442,1:12:44,0:57:34,0:33:23,0:29:22,3:42:35,3:42:35
40634,00443,1:13:48,0:59:49,0:33:33,0:25:39,3:42:40,3:42:40
40336,00444,1:12:19,0:59:49,0:35:07,0:31:14,3:42:40,3:42:40
43195,00445,1:16:18,1:00:24,0:34:09,0:29:25,3:43:07,3:43:07
40119,00446,1:18:13,1:01:42,0:34:42,0:23:43,3:43:09,3:43:09
43149,00447,1:16:13,0:59:45,0:33:32,0:29:43,3:43:13,3:43:13
43194,00448,1:15:22,0:58:57,0:32:43,0:29:52,3:43:15,3:43:15
40652,00449,1:15:17,0:58:59,0:32:43,0:30:02,3:43:17,3:43:17
40965,00450,1:15:06,0:59:34,0:33:50,0:29:00,3:43:19,3:43:19
43164,00451,1:13:19,1:00:42,0:34:18,0:30:37,3:43:23,3:43:23
40085,00452,1:00:43,0:52:32,0:32:18,0:53:17,3:43:23,3:43:23
40242,00453,1:15:15,0:59:54,0:33:36,0:30:27,3:43:24,3:43:24
43081,00454,1:15:54,1:00:09,0:34:08,0:29:25,3:43:29,3:43:29
40576,00455,1:16:14,0:59:45,0:33:32,0:29:57,3:43:32,3:43:32
40629,00456,1:16:06,0:58:08,0:33:33,0:30:14,3:43:42,3:43:42
40108,00457,1:13:34,0:59:35,0:33:38,0:30:32,3:43:45,3:43:45
41164,00458,1:11:25,0:56:53,0:31:22,0:35:23,3:43:46,3:43:46
40302,00459,1:15:45,1:00:14,0:34:07,0:29:54,3:43:48,3:43:48
40740,00460,1:15:46,1:00:14,0:34:07,0:29:54,3:43:49,3:43:49
40430,00461,1:15:39,1:00:16,0:34:06,0:29:27,3:43:50,3:43:50
40047,00462,1:15:54,1:00:09,0:34:07,0:29:24,3:44:05,3:44:05
40399,00463,1:09:58,0:58:56,0:34:53,0:32:14,3:44:09,3:44:09
40369,00464,1:09:50,0:56:10,0:37:39,0:33:55,3:44:24,3:44:24
40704,00465,1:11:24,0:56:02,0:32:22,0:34:37,3:44:26,3:44:26
41104,00466,1:16:04,1:00:42,0:34:13,0:30:01,3:44:31,3:44:31
43192,00467,1:16:42,1:00:47,0:33:32,0:29:22,3:44:42,3:44:42
40928,00468,1:20:07,1:01:00,0:31:45,0:28:35,3:44:45,3:44:45
40505,00469,1:15:24,1:00:05,0:34:29,0:29:48,3:44:47,3:44:47
40441,00470,1:16:50,1:00:34,0:34:19,0:29:19,3:44:58,3:44:58
40216,00471,1:14:12,1:00:22,0:34:13,0:30:39,3:45:05,3:45:05
40917,00472,1:15:04,0:59:58,0:33:43,0:31:08,3:45:05,3:45:05
40918,00473,1:12:14,0:58:16,0:34:06,0:32:00,3:45:06,3:45:06
40329,00474,1:16:03,1:00:16,0:34:11,0:29:30,3:45:21,3:45:21
40795,00475,1:14:32,0:59:00,0:34:15,0:31:02,3:45:21,3:45:21
40967,00476,1:15:50,0:59:57,0:33:51,0:29:46,3:45:26,3:45:26
40466,00477,1:11:13,0:57:49,0:38:13,0:33:05,3:45:34,3:45:34
40626,00478,1:14:16,0:58:55,0:33:26,0:30:48,3:45:36,3:45:36
40484,00479,1:18:37,1:00:20,0:33:02,0:30:12,3:45:38,3:45:38
43177,00480,1:16:06,1:00:35,0:34:31,0:29:51,3:45:40,3:45:40
40555,00481,1:15:53,1:00:12,0:34:00,0:29:52,3:45:49,3:45:49
43015,00482,1:09:34,0:56:31,0:36:05,0:35:22,3:45:49,3:45:49
40564,00483,1:18:15,1:01:41,0:34:42,0:28:38,3:45:50,3:45:50
43099,00484,1:15:25,1:00:47,0:34:14,0:30:37,3:46:08,3:46:08
40949,00485,1:17:37,1:01:37,0:34:31,0:29:34,3:46:10,3:46:10
40848,00486,1:14:43,0:59:45,0:33:58,0:31:12,3:46:18,3:46:18
40154,00487,1:08:42,1:05:06,0:35:40,0:32:47,3:46:37,3:46:37
41100,00488,1:16:04,1:00:23,0:34:09,0:29:56,3:46:45,3:46:45
40416,00489,1:16:14,1:00:23,0:34:10,0:29:51,3:46:48,3:46:48
40469,00490,1:15:39,1:00:13,0:34:09,0:31:06,3:46:57,3:46:57
43070,00491,1:15:40,1:00:41,0:35:01,0:30:31,3:46:57,3:46:57
40619,00492,1:14:50,0:59:52,0:34:12,0:31:10,3:47:16,3:47:16
40421,00493,1:15:18,1:00:35,0:34:38,0:31:31,3:47:16,3:47:16
40666,00494,1:17:39,1:00:22,0:34:49,0:30:05,3:47:26,3:47:26
40251,00495,1:18:05,1:00:19,0:34:00,0:29:56,3:47:31,3:47:31
41014,00496,1:07:17,0:57:36,0:37:02,0:34:09,3:47:33,3:47:33
40331,00497,1:16:33,0:59:20,0:34:31,0:31:24,3:47:39,3:47:39
40585,00498,1:15:55,1:00:23,0:34:15,0:30:07,3:47:52,3:47:52
40253,00499,1:14:01,0:57:31,0:32:06,0:37:04,3:47:57,3:47:57
40812,00500,1:16:51,1:00:17,0:34:29,0:30:54,3:48:16,3:48:16
40581,00501,1:16:46,1:01:06,0:34:53,0:30:10,3:48:17,3:48:17
40414,00502,1:13:13,1:00:53,0:35:53,0:32:18,3:48:20,3:48:20
40355,00503,1:11:07,0:56:54,0:41:38,0:33:48,3:48:28,3:48:28
40957,00504,1:17:08,1:00:54,0:34:23,0:30:23,3:48:31,3:48:31
40269,00505,1:13:20,1:00:41,0:36:10,0:32:03,3:48:36,3:48:36
40264,00506,1:13:21,1:00:42,0:36:09,0:32:03,3:48:36,3:48:36
41118,00507,1:16:39,0:59:52,0:34:16,0:30:21,3:48:39,3:48:39
40531,00508,1:14:29,0:58:39,0:33:30,0:33:18,3:48:39,3:48:39
40657,00509,,0:56:55,0:32:34,0:41:20,3:48:40,3:48:40
40561,00510,1:02:05,0:51:10,0:30:54,0:49:28,3:48:46,3:48:46
40159,00511,1:15:21,1:00:23,0:35:04,0:31:19,3:48:50,3:48:50
40258,00512,1:16:56,1:00:39,0:34:19,0:29:20,3:48:55,3:48:55
40692,00513,1:13:22,1:00:42,0:36:10,0:32:03,3:48:56,3:48:56
40710,00514,1:16:03,1:01:30,0:34:58,0:30:29,3:48:56,3:48:56
40395,00515,1:17:19,1:01:25,0:34:56,0:29:37,3:48:58,3:48:58
40432,00516,1:14:51,1:00:04,0:34:49,0:32:22,3:48:58,3:48:58
40218,00517,1:15:09,0:53:55,0:34:28,0:33:23,3:49:00,3:49:00
