Bib,ID,14.4k,25.8k,32.3k,37.9k,Chip Time,Finish Time
40909,00777,1:15:43,1:05:02,0:40:13,0:35:21,4:09:05,4:09:05
40107,00778,1:18:02,1:04:39,0:36:09,0:35:37,4:09:06,4:09:06
40856,00779,1:24:40,1:06:24,0:37:25,0:33:22,4:09:12,4:09:12
43019,00780,1:21:50,1:03:40,0:42:38,0:33:29,4:09:12,4:09:12
40849,00781,1:20:39,1:04:10,0:36:23,0:37:08,4:09:14,4:09:14
40214,00782,1:21:03,1:03:55,0:36:18,0:38:11,4:09:22,4:09:22
40438,00783,1:24:52,1:07:23,0:38:11,0:32:32,4:09:27,4:09:27
40068,00784,1:20:26,1:01:46,0:38:02,0:43:40,4:09:32,4:09:32
40938,00785,1:18:09,1:08:53,0:40:49,0:33:27,4:09:32,4:09:32
43082,00786,1:18:37,1:04:49,0:39:07,0:39:03,4:09:37,4:09:37
43180,00787,1:22:18,1:06:32,0:37:19,0:35:28,4:09:38,4:09:38
43080,00788,1:18:33,1:03:08,0:38:25,0:35:45,4:09:40,4:09:40
40482,00789,1:11:13,0:58:58,0:40:28,0:41:56,4:09:41,4:09:41
40199,00790,1:12:57,1:02:57,0:46:50,0:36:34,4:09:53,4:09:53
40422,00791,1:20:59,1:04:11,0:35:55,0:32:18,4:09:54,4:09:54
40847,00792,1:23:10,1:05:01,0:37:24,0:36:30,4:10:27,4:10:27
40780,00793,1:16:55,0:59:47,0:34:01,0:30:51,4:10:39,4:10:39
40074,00794,1:13:03,0:58:18,0:39:20,0:30:56,4:10:47,4:10:47
40096,00795,1:21:18,1:03:48,0:35:51,0:32:47,4:10:54,4:10:54
40075,00796,1:24:53,1:06:58,0:37:37,0:33:30,4:10:58,4:10:58
40976,00797,1:30:09,1:06:26,0:35:59,0:31:30,4:11:01,4:11:01
43112,00798,1:21:09,1:06:38,0:38:51,0:34:50,4:11:05,4:11:05
40423,00799,1:21:04,1:04:16,0:37:31,0:38:56,4:11:19,4:11:19
40468,00800,1:13:18,1:00:48,0:44:45,0:40:28,4:11:22,4:11:22
40575,00801,1:15:28,1:02:47,0:38:20,0:41:37,4:11:35,4:11:35
40695,00802,,2:33:04,0:36:52,0:33:48,4:11:36,4:11:36
40699,00803,1:19:14,1:05:47,0:38:31,0:36:59,4:11:37,4:11:37
40934,00804,1:25:29,1:08:28,0:38:37,0:33:09,4:11:43,4:11:43
40362,00805,1:24:07,1:06:45,0:38:48,0:32:56,4:11:56,4:11:56
40736,00806,1:27:10,1:07:04,0:36:40,0:33:58,4:11:59,4:11:59
40647,00807,1:19:41,1:03:06,0:36:51,0:36:32,4:12:16,4:12:16
43143,00808,1:16:20,1:02:53,0:43:32,0:40:12,4:12:27,4:12:27
43059,00809,1:25:29,1:08:27,0:38:38,0:33:09,4:12:38,4:12:38
41204,00810,1:08:55,1:23:30,0:45:16,0:27:18,4:12:43,4:12:43
40627,00811,1:26:36,1:08:28,0:39:19,0:33:42,4:12:44,4:12:44
40437,00812,1:26:11,1:07:24,0:38:23,0:33:10,4:12:45,4:12:45
41155,00813,1:24:53,1:07:37,0:38:32,0:33:21,4:13:00,4:13:00
40380,00814,1:20:40,1:07:37,0:40:51,0:35:28,4:13:23,4:13:23
40708,00815,1:13:25,1:02:56,0:40:37,0:41:30,4:13:27,4:13:27
40932,00816,1:20:23,1:03:33,,1:03:26,4:13:28,4:13:28
40645,00817,1:15:59,1:00:20,0:38:55,0:40:53,4:13:33,4:13:33
43102,00818,1:23:28,1:06:32,0:38:38,0:34:50,4:13:35,4:13:35
40203,00819,1:06:26,1:05:34,0:41:36,0:37:03,4:13:40,4:13:40
40618,00820,1:10:02,1:06:40,0:45:48,0:39:10,4:13:41,4:13:41
43108,00821,1:20:55,1:05:27,0:40:07,0:37:44,4:13:58,4:13:58
40749,00822,1:20:23,1:05:40,0:40:55,0:36:15,4:14:04,4:14:04
40328,00823,1:25:44,1:07:47,0:37:53,0:34:05,4:14:24,4:14:24
40951,00824,1:21:04,1:04:02,0:36:32,0:39:03,4:14:49,4:14:49
40771,00825,1:26:27,1:06:28,0:37:46,0:34:02,4:14:50,4:14:50
43191,00826,1:22:27,1:05:06,0:38:24,0:35:35,4:14:53,4:14:53
40481,00827,1:26:26,1:06:29,0:37:46,0:34:03,4:14:55,4:14:55
41098,00828,1:21:21,1:05:57,0:37:48,0:35:22,4:15:06,4:15:06
41072,00829,1:19:17,1:03:20,0:38:16,0:45:51,4:15:06,4:15:06
40176,00830,1:20:38,1:04:10,0:41:13,0:39:18,4:15:11,4:15:11
41211,00831,1:21:07,1:04:03,0:35:58,0:34:41,4:15:21,4:15:21
40559,00832,1:23:24,1:03:52,0:35:56,0:34:59,4:15:30,4:15:30
40979,00833,1:26:55,1:07:31,0:38:19,0:34:06,4:15:37,4:15:37
43151,00834,1:26:53,1:07:33,0:38:20,0:34:05,4:15:37,4:15:37
41005,00835,1:25:43,1:09:18,0:38:55,0:34:14,4:15:39,4:15:39
40179,00836,1:25:33,1:07:44,0:38:08,0:34:35,4:15:52,4:15:52
43197,00837,1:25:59,1:07:31,0:38:42,0:34:04,4:16:05,4:16:05
40500,00838,1:13:36,1:00:49,0:35:14,0:41:24,4:16:14,4:16:14
40321,00839,1:20:58,1:03:56,0:36:14,0:35:24,4:16:16,4:16:16
40202,00840,1:17:29,1:05:39,0:44:20,0:39:19,4:16:46,4:16:46
40334,00841,1:20:48,1:04:20,0:38:14,0:39:27,4:17:00,4:17:00
40989,00842,1:24:30,1:09:04,0:39:00,0:36:05,4:17:29,4:17:29
41141,00843,1:26:24,1:09:30,0:39:06,0:34:08,4:17:31,4:17:31
41224,00844,1:27:22,1:08:37,0:39:02,0:34:17,4:17:34,4:17:34
43120,00845,1:27:27,1:07:04,0:41:19,0:33:32,4:17:36,4:17:36
43058,00846,1:26:05,1:07:54,0:41:50,0:34:11,4:17:56,4:17:56
43157,00847,1:30:18,1:10:16,0:39:12,0:32:45,4:18:14,4:18:14
40999,00848,1:30:19,1:10:17,0:39:11,0:32:32,4:18:15,4:18:15
40516,00849,1:23:26,1:03:55,0:36:15,0:41:01,4:18:21,4:18:21
40389,00850,1:18:01,1:02:19,0:36:30,0:40:09,4:18:28,4:18:28
43044,00851,1:18:01,1:02:19,0:36:26,0:40:13,4:18:38,4:18:38
40686,00852,1:23:16,1:04:57,0:39:55,0:36:38,4:18:42,4:18:42
40970,00853,1:24:19,1:07:57,0:39:41,0:38:30,4:18:42,4:18:42
40473,00854,1:23:29,1:09:05,0:41:11,0:35:22,4:18:44,4:18:44
40406,00855,1:22:55,1:04:52,0:36:25,0:40:48,4:18:59,4:18:59
40763,00856,1:23:01,1:04:52,0:36:53,0:40:19,4:19:01,4:19:01
40528,00857,1:20:53,1:05:16,0:39:22,0:39:35,4:19:02,4:19:02
40219,00858,1:20:53,1:05:16,0:39:22,0:39:36,4:19:02,4:19:02
43030,00859,1:23:04,1:04:52,0:36:53,0:40:20,4:19:02,4:19:02
40858,00860,1:23:55,1:14:21,0:40:34,0:32:56,4:19:07,4:19:07
43035,00861,1:20:36,1:07:11,0:42:04,0:38:54,4:19:11,4:19:11
40465,00862,1:24:18,1:08:50,0:41:11,0:35:21,4:19:12,4:19:12
41230,00863,1:26:20,1:09:37,0:39:10,0:35:14,4:19:12,4:19:12
43089,00864,1:24:21,1:08:50,0:41:10,0:35:22,4:19:13,4:19:13
40517,00865,1:16:00,1:04:33,0:42:45,0:41:08,4:19:26,4:19:26
43167,00866,1:28:41,1:12:35,0:38:13,0:33:58,4:19:27,4:19:27
41009,00867,1:26:31,1:06:46,0:38:16,0:36:25,4:19:41,4:19:41
41165,00868,1:29:45,1:07:42,0:38:35,0:34:34,4:19:49,4:19:49
40806,00869,1:29:01,1:10:35,0:38:12,0:33:52,4:20:33,4:20:33
43124,00870,1:24:01,1:10:02,0:40:37,0:38:03,4:21:20,4:21:20
43140,00871,1:22:44,1:06:33,0:40:36,0:39:34,4:21:37,4:21:37
41019,00872,1:27:28,1:09:52,0:39:44,0:35:34,4:22:07,4:22:07
40752,00873,1:18:47,1:06:45,0:39:03,0:39:22,4:22:22,4:22:22
43145,00874,1:29:22,1:10:08,0:39:36,0:34:32,4:22:26,4:22:26
41028,00875,1:25:47,1:05:54,0:38:41,0:37:52,4:22:35,4:22:35
41186,00876,1:30:46,1:10:01,0:38:50,0:33:48,4:22:41,4:22:41
41015,00877,1:31:30,1:10:10,0:38:21,0:34:43,4:23:00,4:23:00
40486,00878,1:31:30,1:10:11,0:38:20,0:34:43,4:23:00,4:23:00
40655,00879,1:27:29,1:09:51,0:39:45,0:35:34,4:23:04,4:23:04
40628,00880,1:14:34,1:06:24,0:45:03,0:43:45,4:23:05,4:23:05
43139,00881,1:28:57,1:09:54,0:40:55,0:34:57,4:23:05,4:23:05
40656,00882,1:17:56,1:11:55,0:44:31,0:38:31,4:23:27,4:23:27
43155,00883,1:24:56,1:09:51,0:41:11,0:38:27,4:23:35,4:23:35
40810,00884,1:24:11,1:08:26,0:42:22,0:36:52,4:23:46,4:23:46
40754,00885,1:27:46,1:08:32,0:39:07,0:36:17,4:24:01,4:24:01
40937,00886,1:27:47,1:08:32,0:39:06,0:36:17,4:24:02,4:24:02
40673,00887,1:30:23,1:11:39,0:41:03,0:34:47,4:24:10,4:24:10
40825,00888,1:21:37,1:06:17,0:40:53,0:39:35,4:24:11,4:24:11
40345,00889,1:27:24,1:13:23,0:40:42,0:34:49,4:24:14,4:24:14
43183,00890,1:29:28,1:14:10,0:37:39,0:33:55,4:24:16,4:24:16
40456,00891,1:20:31,1:04:25,0:47:03,0:40:31,4:24:49,4:24:49
41130,00892,1:15:02,1:03:01,0:48:18,0:43:46,4:24:51,4:24:51
40493,00893,1:27:14,1:13:06,0:36:43,0:35:40,4:25:04,4:25:04
43105,00894,1:19:34,1:04:58,0:40:31,0:39:07,4:25:06,4:25:06
40785,00895,1:27:20,1:13:07,0:36:42,0:35:40,4:25:07,4:25:07
40457,00896,1:19:53,1:04:57,0:40:31,0:39:07,4:25:15,4:25:15
40349,00897,1:18:58,1:05:07,0:37:32,0:41:14,4:25:23,4:25:23
40842,00898,1:29:06,1:11:13,0:39:28,0:35:24,4:25:47,4:25:47
43118,00899,1:18:32,1:06:24,0:43:23,0:42:15,4:26:03,4:26:03
41024,00900,1:20:20,1:05:06,0:41:25,0:46:39,4:26:09,4:26:09
40729,00901,1:30:52,1:12:55,0:38:49,0:34:54,4:26:13,4:26:13
40542,00902,1:21:55,1:05:11,0:37:23,0:40:20,4:26:16,4:26:16
40838,00903,1:23:49,1:06:06,0:40:06,0:44:32,4:26:30,4:26:30
43196,00904,1:31:11,1:12:20,0:40:50,0:34:53,4:26:36,4:26:36
40993,00905,1:28:39,1:11:34,0:41:13,0:36:21,4:26:50,4:26:50
41057,00906,1:25:31,1:07:43,0:42:23,0:39:11,4:27:00,4:27:00
41196,00907,1:31:09,1:12:24,0:40:48,0:34:41,4:27:04,4:27:04
41198,00908,1:26:34,1:08:45,0:40:09,0:36:22,4:27:07,4:27:07
43193,00909,1:31:07,1:12:24,0:40:49,0:35:45,4:27:07,4:27:07
41189,00910,1:26:34,1:08:46,0:40:13,0:39:51,4:27:08,4:27:08
41176,00911,1:31:09,1:12:24,0:40:50,0:34:53,4:27:08,4:27:08
40584,00912,1:14:39,1:12:53,0:45:04,0:43:59,4:27:14,4:27:14
40501,00913,1:25:22,1:10:19,0:41:24,0:37:15,4:27:17,4:27:17
43131,00914,1:31:29,1:12:23,0:40:46,0:34:42,4:27:22,4:27:22
41000,00915,,2:30:05,0:40:35,0:39:34,4:27:29,4:27:29
40846,00916,1:26:21,1:10:06,0:42:06,0:37:00,4:27:33,4:27:33
40064,00917,1:10:34,1:09:58,0:47:21,0:46:56,4:27:37,4:27:37
43093,00918,1:20:40,1:04:08,0:41:09,0:46:40,4:27:38,4:27:38
41108,00919,1:23:07,1:05:47,0:42:13,0:40:28,4:27:44,4:27:44
40743,00920,1:25:23,1:08:39,0:40:59,0:39:43,4:27:49,4:27:49
43132,00921,1:33:44,1:11:09,0:40:28,0:34:16,4:28:01,4:28:01
40350,00922,1:21:47,1:14:24,0:44:05,0:37:21,4:28:09,4:28:09
41182,00923,1:29:55,1:08:52,0:38:56,0:36:04,4:28:14,4:28:14
40789,00924,1:29:56,1:08:53,0:38:58,0:36:02,4:28:15,4:28:15
40733,00925,1:25:30,1:07:40,0:42:25,0:39:12,4:28:29,4:28:29
40830,00926,1:20:31,1:04:01,0:37:13,0:47:59,4:28:31,4:28:31
43100,00927,1:25:04,1:13:57,0:40:43,0:38:07,4:28:31,4:28:31
40857,00928,1:28:52,1:11:48,0:41:00,0:36:15,4:28:32,4:28:32
43137,00929,1:29:21,1:12:37,0:41:14,0:35:50,4:28:34,4:28:34
40693,00930,1:21:05,1:04:07,0:45:20,0:44:49,4:28:37,4:28:37
41018,00931,1:25:02,1:07:27,0:38:30,0:44:25,4:28:48,4:28:48
40324,00932,1:31:51,1:13:01,0:40:41,0:34:53,4:28:51,4:28:51
40844,00933,1:31:32,1:17:11,0:39:28,0:33:59,4:28:55,4:28:55
40612,00934,1:21:51,1:04:02,0:42:41,0:47:35,4:28:57,4:28:57
43129,00935,1:29:19,1:12:12,0:41:01,0:36:37,4:28:57,4:28:57
40688,00936,1:32:44,1:11:20,0:40:29,0:34:17,4:29:21,4:29:21
41191,00937,1:32:22,1:11:46,0:40:25,0:36:29,4:29:25,4:29:25
40920,00938,,,,0:00:02,4:29:27,4:29:27
40940,00939,1:28:57,1:12:13,0:41:01,0:37:30,4:29:32,4:29:32
40307,00940,1:16:47,1:04:53,0:46:12,0:43:49,4:29:33,4:29:33
41011,00941,1:27:41,1:07:54,0:41:59,0:39:39,4:29:35,4:29:35
40926,00942,1:31:07,1:11:59,0:41:44,0:36:12,4:29:38,4:29:38
40185,00943,1:18:44,1:06:21,0:44:04,0:47:28,4:29:47,4:29:47
40683,00944,1:28:35,1:11:47,0:41:46,0:37:48,4:29:48,4:29:48
40861,00945,1:18:44,1:06:22,0:44:03,0:47:28,4:29:48,4:29:48
41008,00946,1:20:17,1:04:14,0:36:35,0:42:17,4:29:57,4:29:57
40734,00947,1:20:53,1:05:26,0:40:07,0:41:13,4:29:59,4:29:59
40544,00948,1:10:53,0:56:21,0:40:09,1:02:20,4:30:10,4:30:10
40566,00949,1:21:17,1:05:57,0:37:46,0:44:33,4:30:14,4:30:14
40977,00950,1:33:09,1:14:24,0:38:05,0:33:48,4:30:33,4:30:33
40502,00951,,2:42:21,0:41:00,0:41:07,4:30:42,4:30:42
41120,00952,1:35:09,1:15:00,0:40:47,0:32:54,4:31:15,4:31:15
41042,00953,1:21:38,1:05:41,0:43:45,0:43:06,4:31:20,4:31:20
41137,00954,1:29:15,1:12:06,0:41:41,0:37:39,4:31:29,4:31:29
40741,00955,1:25:51,1:10:54,0:45:23,0:38:24,4:31:40,4:31:40
40273,00956,1:30:22,1:15:13,0:43:03,0:36:20,4:32:08,4:32:08
40615,00957,1:30:23,1:15:13,0:43:02,0:36:20,4:32:14,4:32:14
41134,00958,,1:09:30,0:39:26,0:36:26,4:32:16,4:32:16
40611,00959,1:32:51,1:14:58,0:42:03,0:35:00,4:32:39,4:32:39
40174,00960,1:30:26,1:11:45,0:41:33,0:37:40,4:32:49,4:32:49
41075,00961,1:30:00,1:18:22,0:40:12,0:37:02,4:32:52,4:32:52
40757,00962,1:29:07,1:13:26,0:55:10,,4:32:59,4:32:59
40978,00963,1:32:20,1:12:44,0:41:26,0:37:03,4:33:00,4:33:00
40056,00964,1:01:06,0:49:34,,,4:33:06,4:33:06
40818,00965,1:28:44,1:10:29,0:41:35,0:38:54,4:33:30,4:33:30
41055,00966,1:33:40,1:14:38,0:41:45,0:35:00,4:33:32,4:33:32
40635,00967,1:33:40,1:14:39,0:41:44,0:35:01,4:33:32,4:33:32
40563,00968,1:27:12,1:10:39,0:43:52,0:39:44,4:33:43,4:33:43
40936,00969,1:32:55,1:14:24,0:40:48,0:35:45,4:33:46,4:33:46
41047,00970,1:27:54,1:09:41,0:42:03,0:41:22,4:33:56,4:33:56
40241,00971,1:10:32,0:59:15,0:58:46,0:49:30,4:34:34,4:34:34
40139,00972,1:28:50,1:12:36,0:41:02,0:38:02,4:34:48,4:34:48
40764,00973,1:20:25,1:03:34,0:40:55,0:54:26,4:35:14,4:35:14
40929,00974,1:18:14,1:08:30,,1:30:44,4:35:28,4:35:28
40923,00975,1:31:27,1:12:25,0:41:59,0:38:13,4:35:30,4:35:30
40730,00976,1:28:02,1:09:37,0:42:25,0:44:39,4:35:31,4:35:31
43133,00977,1:28:30,1:15:21,0:40:43,0:41:18,4:35:33,4:35:33
40553,00978,1:31:51,1:13:00,0:40:42,0:34:54,4:35:37,4:35:37
40538,00979,1:11:22,1:07:30,0:52:18,0:47:34,4:36:31,4:36:31
40260,00980,1:33:20,1:12:54,0:40:18,0:37:35,4:36:34,4:36:34
43173,00981,1:26:38,1:11:15,0:42:24,0:40:23,4:36:35,4:36:35
41131,00982,1:33:12,1:14:35,0:42:35,0:36:12,4:36:50,4:36:50
40646,00983,1:20:43,1:07:05,0:45:32,0:44:01,4:37:16,4:37:16
40579,00984,1:34:11,1:15:20,0:41:56,0:36:31,4:37:19,4:37:19
41058,00985,1:28:40,1:12:25,0:43:51,0:40:41,4:37:41,4:37:41
40744,00986,1:34:44,1:15:10,0:41:32,0:37:13,4:37:41,4:37:41
43110,00987,1:34:44,1:15:10,0:41:31,0:37:14,4:37:42,4:37:42
40831,00988,1:28:14,1:13:55,0:43:23,0:40:39,4:38:02,4:38:02
40716,00989,1:30:25,1:12:56,0:42:31,0:38:21,4:38:12,4:38:12
43106,00990,1:24:26,1:07:54,0:46:26,0:41:25,4:38:18,4:38:18
40822,00991,1:39:25,1:17:13,0:40:39,0:33:20,4:38:35,4:38:35
40520,00992,1:35:08,1:14:49,0:42:27,0:36:18,4:38:45,4:38:45
40053,00993,1:35:09,1:14:51,0:42:24,0:36:22,4:38:45,4:38:45
41049,00994,1:14:41,1:13:57,0:51:10,0:44:03,4:38:49,4:38:49
40514,00995,1:25:43,1:09:18,0:42:37,0:45:39,4:38:55,4:38:55
40815,00996,1:23:12,1:08:18,0:45:20,0:42:34,4:38:55,4:38:55
40974,00997,1:43:52,1:15:16,0:37:13,0:32:39,4:39:07,4:39:07
41027,00998,1:23:09,1:08:37,0:45:03,0:45:39,4:39:26,4:39:26
40318,00999,1:22:36,1:12:15,0:46:23,0:42:37,4:39:36,4:39:36
40983,01000,1:28:57,1:11:54,0:40:21,0:41:54,4:39:51,4:39:51
41190,01001,1:30:44,1:12:24,0:42:33,0:41:17,4:40:23,4:40:23
43138,01002,1:30:57,1:12:53,0:40:43,0:41:44,4:40:29,4:40:29
43095,01003,1:29:06,1:15:55,0:43:28,0:39:03,4:41:06,4:41:06
41210,01004,1:32:17,1:15:01,0:43:56,0:37:39,4:41:27,4:41:27
41105,01005,1:29:32,1:12:35,0:41:33,0:40:38,4:41:39,4:41:39
40851,01006,1:30:32,1:11:39,0:45:02,0:41:55,4:41:46,4:41:46
40102,01007,1:00:45,0:57:59,1:03:07,0:55:46,4:42:46,4:42:46
40565,01008,1:26:42,1:11:28,0:47:22,0:44:32,4:42:59,4:42:59
41062,01009,1:18:11,1:09:18,0:45:50,0:50:36,4:43:22,4:43:22
40388,01010,1:38:08,1:15:59,0:38:52,0:38:29,4:43:38,4:43:38
40410,01011,1:21:06,1:04:04,0:35:55,0:45:33,4:43:44,4:43:44
40286,01012,1:15:56,1:11:06,0:37:14,0:56:38,4:43:59,4:43:59
40768,01013,1:26:35,1:08:44,0:44:26,0:42:43,4:44:01,4:44:01
43101,01014,1:33:32,1:13:57,0:45:34,0:36:59,4:44:02,4:44:02
43134,01015,1:47:52,1:09:42,0:39:49,0:35:40,4:44:33,4:44:33
40715,01016,1:43:07,1:16:14,0:43:30,0:33:59,4:44:50,4:44:50
40691,01017,1:33:46,1:16:07,0:44:23,0:39:05,4:45:23,4:45:23
41037,01018,1:31:25,1:14:11,0:44:47,0:42:16,4:46:06,4:46:06
40680,01019,1:34:34,1:18:13,0:42:30,0:38:56,4:46:28,4:46:28
43189,01020,1:30:00,1:15:53,0:44:53,0:44:26,4:46:42,4:46:42
40925,01021,,,,,4:46:55,4:46:55
40966,01022,1:24:05,1:06:29,0:45:10,0:53:45,4:46:55,4:46:55
43190,01023,1:26:19,1:19:56,0:47:14,0:41:25,4:47:06,4:47:06
40819,01024,1:19:01,1:08:17,0:45:20,0:49:32,4:47:08,4:47:08
40684,01025,1:34:27,1:13:05,0:43:17,0:41:38,4:47:27,4:47:27
41109,01026,1:24:10,1:11:17,0:49:20,0:45:21,4:47:51,4:47:51
40638,01027,1:20:45,1:14:55,0:49:19,0:46:57,4:47:53,4:47:53
41143,01028,1:26:33,1:08:47,0:44:52,0:49:51,4:48:00,4:48:00
41029,01029,1:32:44,1:14:40,0:43:04,0:43:08,4:48:14,4:48:14
40727,01030,1:30:12,1:15:33,0:45:03,0:43:08,4:48:22,4:48:22
43150,01031,1:39:04,1:16:46,,1:21:59,4:48:22,4:48:22
40728,01032,1:30:11,1:15:33,0:45:02,0:43:08,4:48:23,4:48:23
43146,01033,1:39:04,1:16:47,0:43:36,0:38:23,4:48:24,4:48:24
43144,01034,1:39:05,1:16:48,0:43:35,0:38:23,4:48:30,4:48:30
40721,01035,1:28:09,1:14:03,0:44:46,0:41:13,4:48:33,4:48:33
40314,01036,1:13:07,1:09:23,0:45:22,0:55:28,4:48:46,4:48:46
43047,01037,1:30:45,1:15:40,0:45:23,0:44:14,4:49:04,4:49:04
